booking_id,ticket_id,flight_id,booking_date,passenger_count,booking_channel,fare_class_id,base_price,cancellation_fee,baggage_allowance,effective_date,end_date,current_flag
B000818,W,F0319,2023-01-02,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000819,Y,F0300,2023-10-28,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000820,F,F0242,2023-07-02,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000821,W,F0305,2023-03-07,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000822,Y,F0447,2023-02-24,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000823,Y,F0077,2023-08-06,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000824,F,F0114,2023-05-04,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000825,Y,F0275,2023-06-10,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000826,W,F0104,2023-08-20,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000827,F,F0499,2023-02-03,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000828,F,F0056,2023-08-18,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000829,F,F0300,2023-11-20,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000830,F,F0159,2023-01-16,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000831,F,F0460,2023-04-26,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000832,F,F0297,2023-04-24,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000833,W,F0336,2023-07-14,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000834,W,F0412,2023-02-26,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000835,W,F0212,2023-03-11,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000836,F,F0232,2022-12-02,1,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000837,W,F0043,2023-08-06,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000838,F,F0116,2023-11-24,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000839,Y,F0480,2023-11-04,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000840,F,F0127,2023-11-29,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B000841,Y,F0059,2023-04-05,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000842,Y,F0445,2023-04-27,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000843,F,F0016,2023-07-07,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000844,F,F0197,2023-11-08,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000845,W,F0439,2023-08-29,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000846,F,F0059,2023-04-11,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000847,Y,F0337,2023-02-16,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000848,F,F0220,2023-10-04,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000849,W,F0174,2023-01-29,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000850,F,F0095,2023-12-05,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000851,F,F0236,2023-08-30,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000852,W,F0272,2023-04-21,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000853,W,F0062,2023-07-21,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000854,W,F0017,2023-10-26,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000855,F,F0275,2023-06-08,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000856,W,F0118,2023-04-18,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000857,Y,F0192,2023-11-20,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000858,Y,F0036,2023-10-19,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000859,W,F0230,2023-01-06,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000860,W,F0039,2023-10-07,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000861,W,F0281,2023-06-06,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000862,F,F0437,2023-08-29,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000863,F,F0487,2023-04-22,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000864,W,F0004,2023-02-24,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000865,Y,F0437,2023-07-12,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000866,F,F0442,2023-02-12,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000867,F,F0273,2023-09-25,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000868,W,F0348,2023-06-13,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000869,W,F0253,2023-01-01,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000870,W,F0316,2023-01-15,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000871,F,F0496,2023-06-22,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000872,W,F0263,2023-02-07,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000873,Y,F0034,2023-07-14,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000874,F,F0302,2023-10-21,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000875,W,F0480,2023-12-09,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000876,Y,F0305,2023-01-14,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000877,Y,F0160,2023-01-06,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000878,F,F0188,2023-02-08,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000879,W,F0432,2023-07-18,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000880,F,F0485,2022-11-19,2,TravelAgency,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000881,Y,F0019,2023-09-04,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000882,W,F0001,2023-03-02,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000883,Y,F0247,2023-02-08,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000884,W,F0277,2023-02-21,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000885,F,F0154,2023-06-16,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000886,W,F0020,2023-07-30,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000887,F,F0190,2023-02-04,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000888,F,F0044,2023-05-02,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000889,W,F0474,2023-04-24,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000890,F,F0256,2023-01-09,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000891,F,F0127,2023-11-07,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000892,W,F0139,2023-01-30,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000893,F,F0445,2023-04-03,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000894,F,F0374,2023-11-04,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000895,F,F0201,2023-06-18,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000896,W,F0054,2022-12-29,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000897,Y,F0375,2023-08-04,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000898,F,F0326,2023-09-30,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000899,F,F0284,2023-11-14,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000900,F,F0418,2023-04-14,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000901,W,F0192,2023-12-02,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000902,F,F0253,2022-11-22,2,MobileApp,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000903,W,F0126,2023-01-13,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000904,F,F0288,2023-01-14,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000905,Y,F0453,2023-08-07,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000906,Y,F0198,2023-10-06,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000907,F,F0327,2023-01-24,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000908,F,F0099,2023-01-24,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000909,W,F0199,2023-02-13,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000910,F,F0470,2023-10-22,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000911,F,F0183,2023-05-21,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000912,F,F0015,2023-05-01,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000913,Y,F0148,2023-08-29,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000914,W,F0219,2023-07-21,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000915,F,F0235,2023-03-17,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000916,F,F0398,2022-12-28,1,MobileApp,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000917,Y,F0391,2023-02-16,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000918,F,F0149,2023-02-28,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000919,Y,F0243,2023-04-06,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000920,W,F0428,2023-12-27,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000921,W,F0478,2023-08-23,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000922,F,F0345,2023-04-29,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000923,W,F0424,2023-09-04,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000924,W,F0227,2023-06-19,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000925,F,F0476,2023-01-30,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000926,Y,F0312,2023-09-04,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000927,Y,F0236,2023-09-16,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000928,Y,F0440,2023-08-20,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000929,F,F0339,2023-01-14,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000930,Y,F0452,2023-09-29,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000931,W,F0279,2023-04-03,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000932,Y,F0246,2023-10-20,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000933,Y,F0169,2022-12-09,1,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000934,Y,F0386,2023-02-11,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000935,W,F0216,2023-04-13,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000936,Y,F0399,2023-10-24,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000937,W,F0233,2023-03-14,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000938,F,F0166,2023-02-11,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000939,Y,F0196,2023-09-23,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000940,Y,F0218,2023-04-30,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000941,F,F0403,2023-03-31,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000942,Y,F0334,2023-09-28,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000943,Y,F0478,2023-08-27,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000944,Y,F0462,2022-12-27,2,TravelAgency,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000945,F,F0051,2023-10-23,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000946,F,F0414,2023-06-16,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000947,F,F0130,2022-12-18,2,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000948,W,F0399,2023-10-03,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000949,Y,F0041,2023-09-03,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000950,F,F0070,2023-01-03,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000951,Y,F0142,2023-02-11,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000952,F,F0264,2022-12-18,2,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000953,F,F0067,2023-05-01,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000954,F,F0095,2023-11-02,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000955,Y,F0020,2023-07-24,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000956,F,F0177,2023-02-22,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000957,Y,F0135,2023-03-31,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000958,Y,F0318,2023-01-28,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000959,W,F0418,2023-05-02,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000960,F,F0455,2023-12-28,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000961,F,F0071,2023-04-15,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000962,F,F0243,2023-05-11,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000963,W,F0434,2022-12-19,1,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000964,Y,F0115,2023-08-09,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000965,Y,F0322,2022-12-21,3,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000966,Y,F0246,2023-09-21,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000967,Y,F0289,2023-04-28,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000968,Y,F0122,2023-06-11,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000969,Y,F0081,2023-08-01,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000970,Y,F0499,2023-01-08,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000971,W,F0163,2023-09-06,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000972,Y,F0030,2023-10-15,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000973,Y,F0450,2023-05-15,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000974,W,F0496,2023-06-24,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000975,W,F0156,2023-11-17,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000976,W,F0179,2023-12-10,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000977,W,F0116,2023-11-27,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000978,F,F0170,2023-08-20,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000979,W,F0469,2023-06-16,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000980,W,F0258,2023-10-23,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000981,W,F0443,2023-09-04,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000982,F,F0103,2022-11-08,2,TravelAgency,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000983,F,F0348,2023-05-18,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000984,Y,F0254,2023-06-28,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000985,W,F0001,2023-03-08,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000986,W,F0368,2023-08-04,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000987,W,F0145,2023-01-01,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000988,F,F0444,2023-01-05,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000989,F,F0103,2022-11-16,2,TravelAgency,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000990,Y,F0301,2023-10-15,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000991,W,F0043,2023-06-25,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000992,F,F0266,2023-06-04,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000993,F,F0328,2023-02-24,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000994,Y,F0407,2023-11-20,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000995,W,F0312,2023-08-13,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000996,F,F0343,2023-12-13,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000997,F,F0044,2023-05-05,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000998,W,F0398,2022-11-14,1,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000999,Y,F0088,2023-05-18,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001000,Y,F0485,2022-12-31,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001001,Y,F0489,2023-08-08,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001002,Y,F0420,2023-01-20,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001003,W,F0393,2023-03-12,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001004,F,F0388,2023-01-06,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001005,Y,F0184,2023-01-21,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001006,F,F0205,2023-01-18,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001007,Y,F0325,2022-11-24,1,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001008,Y,F0421,2022-12-11,2,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001009,W,F0413,2023-04-01,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001010,F,F0274,2023-06-27,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001011,F,F0157,2023-10-27,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001012,W,F0168,2023-04-24,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001013,F,F0143,2023-04-02,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001014,W,F0488,2023-01-18,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001015,Y,F0123,2023-02-10,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001016,W,F0043,2023-06-26,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001017,Y,F0094,2023-11-08,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001018,F,F0482,2023-04-27,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001019,W,F0401,2023-08-30,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001020,F,F0116,2023-10-27,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B001021,Y,F0299,2023-07-31,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001022,F,F0244,2023-06-25,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001023,F,F0022,2022-11-29,1,MobileApp,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001024,W,F0287,2023-08-06,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001025,W,F0153,2023-11-08,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001026,Y,F0298,2023-08-26,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001027,W,F0433,2022-12-13,3,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001028,W,F0185,2023-08-28,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001029,W,F0227,2023-06-19,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001030,W,F0361,2023-08-15,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001031,F,F0346,2023-01-22,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001032,W,F0194,2023-07-07,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001033,F,F0355,2023-05-04,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001034,W,F0029,2023-11-12,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001035,Y,F0429,2023-03-09,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001036,W,F0120,2023-09-16,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001037,W,F0389,2023-08-07,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001038,F,F0460,2023-06-23,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001039,W,F0360,2023-10-21,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001040,F,F0462,2022-12-14,3,MobileApp,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001041,Y,F0009,2023-09-19,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001042,F,F0310,2023-06-30,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001043,W,F0309,2023-09-18,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001044,Y,F0017,2023-11-10,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001045,Y,F0258,2023-10-24,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001046,W,F0269,2023-07-24,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001047,W,F0174,2023-01-28,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001048,Y,F0100,2023-06-28,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001049,Y,F0422,2023-04-30,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001050,Y,F0264,2023-01-20,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001051,Y,F0305,2023-01-22,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001052,Y,F0079,2023-11-04,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001053,W,F0123,2023-02-03,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001054,W,F0078,2023-11-23,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B001055,Y,F0189,2023-06-24,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001056,F,F0127,2023-10-30,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001057,F,F0267,2023-02-20,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001058,W,F0372,2023-08-16,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001059,W,F0412,2023-02-03,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001060,F,F0234,2023-02-07,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001061,F,F0139,2023-01-22,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001062,Y,F0238,2023-10-21,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001063,F,F0404,2023-10-31,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001064,F,F0423,2023-12-07,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001065,F,F0099,2023-02-22,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001066,Y,F0500,2023-06-04,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001067,W,F0331,2023-08-29,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B001068,W,F0334,2023-08-30,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001069,Y,F0184,2022-12-20,1,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001070,W,F0184,2023-02-04,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001071,F,F0125,2023-04-03,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001072,Y,F0438,2023-01-08,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001073,W,F0010,2023-08-10,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001074,Y,F0184,2023-01-21,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001075,W,F0444,2022-11-26,1,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001076,Y,F0020,2023-08-12,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001077,F,F0034,2023-06-10,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001078,Y,F0051,2023-11-02,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001079,W,F0203,2023-02-19,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001080,F,F0241,2023-05-08,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001081,Y,F0131,2023-02-23,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001082,Y,F0161,2023-08-10,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001083,W,F0267,2023-01-30,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001084,W,F0276,2023-03-01,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001085,Y,F0079,2023-10-26,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001086,W,F0418,2023-05-21,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001087,F,F0322,2023-01-05,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001088,Y,F0053,2023-06-24,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001089,W,F0436,2023-05-21,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001090,W,F0417,2023-03-11,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001091,F,F0280,2022-12-27,3,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
