sensor_id,flight_id,sensor_type,sensor_value,event_time
AI3420,F0888,Airspeed,323.62,2023-08-14 01:28:01
EN7814,F0889,Engine Temperature,544.57,2023-10-08 05:50:49
EN7784,F0889,Engine Temperature,526.03,2023-10-08 07:29:21
FU4430,F0889,Fuel Level,36.77,2023-10-08 06:17:50
VI5177,F0889,Vibration,0.91,2023-10-08 05:57:28
VI8205,F0889,Vibration,4.93,2023-10-08 06:16:01
VI8141,F0889,Vibration,3.5,2023-10-08 07:24:58
AI7559,F0889,Air Pressure,102.04,2023-10-08 06:21:34
AI6766,F0889,Air Pressure,106.37,2023-10-08 07:22:37
AI2093,F0889,Air Pressure,104.37,2023-10-08 06:51:24
AI6545,F0889,Airspeed,503.67,2023-10-08 06:09:06
AI8700,F0889,Airspeed,474.2,2023-10-08 06:53:20
EN3511,F0890,Engine Temperature,561.55,2023-12-16 00:09:16
EN1124,F0890,Engine Temperature,671.46,2023-12-16 00:11:29
FU9295,F0890,Fuel Level,,2023-12-16 00:44:23
FU6298,F0890,Fuel Level,47.23,2023-12-16 01:38:05
FU2771,F0890,Fuel Level,,2023-12-16 02:05:24
VI5437,F0890,Vibration,3.31,2023-12-15 23:56:35
AI7887,F0890,Air Pressure,94.4,2023-12-16 00:58:45
AI1700,F0890,Air Pressure,,2023-12-16 01:21:56
AI4589,F0890,Air Pressure,100.48,2023-12-16 00:15:51
AI1277,F0890,Airspeed,554.47,2023-12-16 02:15:53
AI2010,F0890,Airspeed,334.86,2023-12-16 00:22:38
AI2814,F0890,Airspeed,557.5,2023-12-16 01:06:17
EN1777,F0891,Engine Temperature,698.0,2023-07-25 22:05:52
EN7145,F0891,Engine Temperature,621.06,2023-07-25 22:09:40
EN6365,F0891,Engine Temperature,543.08,2023-07-25 20:18:27
FU3597,F0891,Fuel Level,54.49,2023-07-25 20:08:11
VI3970,F0891,Vibration,0.58,2023-07-25 20:10:13
AI5990,F0891,Air Pressure,100.39,2023-07-25 20:58:38
AI1542,F0891,Airspeed,400.14,2023-07-25 22:07:58
EN7380,F0892,Engine Temperature,580.1,2023-07-09 14:27:05
FU7361,F0892,Fuel Level,27.73,2023-07-09 13:52:31
FU8740,F0892,Fuel Level,45.53,2023-07-09 14:33:23
VI8912,F0892,Vibration,3.15,2023-07-09 14:12:56
AI7009,F0892,Air Pressure,99.98,2023-07-09 14:19:32
AI2257,F0892,Air Pressure,109.02,2023-07-09 14:05:26
AI7564,F0892,Air Pressure,104.54,2023-07-09 14:31:51
AI8220,F0892,Airspeed,450.72,2023-07-09 13:50:49
AI4728,F0892,Airspeed,593.17,2023-07-09 13:44:20
AI8941,F0892,Airspeed,506.18,2023-07-09 14:10:48
EN3740,F0894,Engine Temperature,622.51,2023-02-19 14:14:54
EN4864,F0894,Engine Temperature,604.19,2023-02-19 13:35:44
EN3089,F0894,Engine Temperature,685.15,2023-02-19 12:34:43
FU1866,F0894,Fuel Level,28.03,2023-02-19 14:31:08
VI8561,F0894,Vibration,2.45,2023-02-19 13:52:26
AI1567,F0894,Air Pressure,109.91,2023-02-19 15:07:22
AI4128,F0894,Air Pressure,92.56,2023-02-19 12:38:03
AI7771,F0894,Airspeed,306.94,2023-02-19 11:21:02
EN3182,F0895,Engine Temperature,607.48,2023-05-15 20:03:14
FU7494,F0895,Fuel Level,74.28,2023-05-15 20:23:35
FU3034,F0895,Fuel Level,50.02,2023-05-15 20:35:50
FU3624,F0895,Fuel Level,86.09,2023-05-15 21:34:07
VI5112,F0895,Vibration,1.38,2023-05-15 20:13:55
AI4283,F0895,Air Pressure,93.5,2023-05-15 20:01:54
AI1239,F0895,Air Pressure,103.16,2023-05-15 19:11:43
AI9195,F0895,Airspeed,517.6,2023-05-15 22:15:14
AI6392,F0895,Airspeed,574.86,2023-05-15 19:12:18
EN4705,F0896,Engine Temperature,576.66,2023-01-05 20:56:30
FU1931,F0896,Fuel Level,24.46,2023-01-05 21:02:08
FU1030,F0896,Fuel Level,63.33,2023-01-05 19:27:21
VI1977,F0896,Vibration,0.21,2023-01-05 20:12:05
VI6296,F0896,Vibration,2.95,2023-01-05 20:35:49
AI3433,F0896,Air Pressure,93.42,2023-01-05 20:24:04
AI9444,F0896,Air Pressure,102.59,2023-01-05 20:58:23
AI2619,F0896,Air Pressure,,2023-01-05 20:07:43
AI3572,F0896,Airspeed,436.44,2023-01-05 19:47:20
AI3785,F0896,Airspeed,321.36,2023-01-05 18:44:56
EN6519,F0897,Engine Temperature,618.75,2023-11-27 09:55:24
EN7058,F0897,Engine Temperature,681.76,2023-11-27 08:53:25
FU3980,F0897,Fuel Level,33.18,2023-11-27 07:05:19
FU8032,F0897,Fuel Level,,2023-11-27 08:31:40
VI1083,F0897,Vibration,3.02,2023-11-27 09:32:42
VI3218,F0897,Vibration,0.94,2023-11-27 09:28:23
VI2749,F0897,Vibration,1.4,2023-11-27 08:27:33
AI8545,F0897,Air Pressure,92.5,2023-11-27 08:27:47
AI6204,F0897,Air Pressure,90.45,2023-11-27 07:59:03
AI5324,F0897,Air Pressure,94.11,2023-11-27 07:09:33
AI7087,F0897,Airspeed,553.16,2023-11-27 05:40:22
AI6532,F0897,Airspeed,527.1,2023-11-27 05:01:55
EN5660,F0898,Engine Temperature,514.28,2023-10-27 09:41:57
EN1426,F0898,Engine Temperature,603.43,2023-10-27 11:14:56
FU9808,F0898,Fuel Level,55.5,2023-10-27 10:23:45
FU8895,F0898,Fuel Level,53.71,2023-10-27 12:07:55
VI9076,F0898,Vibration,4.85,2023-10-27 08:30:06
VI4998,F0898,Vibration,4.73,2023-10-27 10:18:50
AI3290,F0898,Air Pressure,97.79,2023-10-27 11:13:07
AI7248,F0898,Airspeed,374.56,2023-10-27 11:17:48
EN1816,F0899,Engine Temperature,693.38,2023-09-26 07:09:17
EN7773,F0899,Engine Temperature,679.1,2023-09-26 05:29:03
EN2099,F0899,Engine Temperature,571.8,2023-09-26 07:09:19
FU3791,F0899,Fuel Level,86.69,2023-09-26 05:50:52
FU6232,F0899,Fuel Level,88.53,2023-09-26 06:05:36
VI7792,F0899,Vibration,,2023-09-26 05:46:08
VI1759,F0899,Vibration,,2023-09-26 06:27:04
VI7871,F0899,Vibration,3.98,2023-09-26 06:36:36
AI7067,F0899,Air Pressure,103.06,2023-09-26 05:36:01
AI5129,F0899,Air Pressure,90.36,2023-09-26 06:24:34
AI7428,F0899,Air Pressure,109.13,2023-09-26 05:30:46
AI1484,F0899,Airspeed,526.39,2023-09-26 06:35:33
EN3571,F0900,Engine Temperature,589.76,2023-08-06 02:44:53
FU7821,F0900,Fuel Level,62.9,2023-08-06 02:41:37
FU1460,F0900,Fuel Level,28.23,2023-08-06 02:32:36
FU9774,F0900,Fuel Level,95.26,2023-08-06 02:07:14
VI9051,F0900,Vibration,3.4,2023-08-06 02:29:04
VI8098,F0900,Vibration,4.67,2023-08-06 02:14:13
AI3433,F0900,Air Pressure,95.8,2023-08-06 02:17:09
AI5707,F0900,Air Pressure,91.12,2023-08-06 02:24:14
AI4596,F0900,Airspeed,333.55,2023-08-06 02:13:46
AI2924,F0900,Airspeed,414.34,2023-08-06 02:48:43
AI5478,F0900,Airspeed,379.54,2023-08-06 02:22:59
EN5007,F0901,Engine Temperature,501.15,2023-02-21 12:22:38
FU8710,F0901,Fuel Level,68.16,2023-02-21 11:16:32
VI3385,F0901,Vibration,2.75,2023-02-21 10:52:10
VI5147,F0901,Vibration,4.35,2023-02-21 11:49:04
VI4905,F0901,Vibration,1.43,2023-02-21 13:01:26
AI8192,F0901,Air Pressure,93.25,2023-02-21 12:03:56
AI4205,F0901,Airspeed,365.09,2023-02-21 14:01:04
AI1911,F0901,Airspeed,453.69,2023-02-21 13:19:49
EN3198,F0902,Engine Temperature,577.92,2023-01-04 05:51:58
EN5993,F0902,Engine Temperature,677.33,2023-01-04 05:43:44
EN7092,F0902,Engine Temperature,575.82,2023-01-04 05:48:15
FU9787,F0902,Fuel Level,80.28,2023-01-04 04:55:20
FU8665,F0902,Fuel Level,78.73,2023-01-04 05:53:01
VI7147,F0902,Vibration,0.98,2023-01-04 05:59:46
VI1036,F0902,Vibration,,2023-01-04 04:41:59
VI3200,F0902,Vibration,0.15,2023-01-04 04:43:43
AI4071,F0902,Air Pressure,97.11,2023-01-04 05:36:56
AI5235,F0902,Airspeed,431.36,2023-01-04 05:13:24
AI1952,F0902,Airspeed,518.04,2023-01-04 05:41:55
EN2949,F0903,Engine Temperature,594.58,2023-08-01 06:16:29
EN5159,F0903,Engine Temperature,601.08,2023-08-01 07:00:36
FU7356,F0903,Fuel Level,68.75,2023-08-01 06:31:53
VI2986,F0903,Vibration,4.47,2023-08-01 06:41:15
AI8561,F0903,Air Pressure,91.4,2023-08-01 07:05:34
AI4739,F0903,Air Pressure,106.96,2023-08-01 06:30:29
AI6252,F0903,Airspeed,571.12,2023-08-01 07:03:24
AI9276,F0903,Airspeed,527.55,2023-08-01 06:53:41
EN7361,F0904,Engine Temperature,638.08,2023-06-14 23:43:32
EN8511,F0904,Engine Temperature,565.24,2023-06-14 23:59:35
FU4491,F0904,Fuel Level,52.14,2023-06-14 23:25:10
FU6632,F0904,Fuel Level,36.79,2023-06-14 23:36:45
FU3302,F0904,Fuel Level,95.22,2023-06-14 23:34:22
VI5220,F0904,Vibration,1.26,2023-06-14 23:40:15
VI5837,F0904,Vibration,3.03,2023-06-14 23:18:24
AI6344,F0904,Air Pressure,96.87,2023-06-14 23:13:52
AI4592,F0904,Air Pressure,101.47,2023-06-14 23:45:29
AI2406,F0904,Air Pressure,93.23,2023-06-14 23:29:31
AI2811,F0904,Airspeed,304.25,2023-06-14 23:28:18
EN4314,F0905,Engine Temperature,609.2,2023-12-23 23:19:53
FU8589,F0905,Fuel Level,43.73,2023-12-24 00:00:55
VI7694,F0905,Vibration,,2023-12-23 22:31:10
AI8191,F0905,Air Pressure,91.23,2023-12-23 22:32:04
AI7572,F0905,Airspeed,337.25,2023-12-23 22:15:03
EN1560,F0906,Engine Temperature,621.81,2023-07-15 03:44:54
EN2892,F0906,Engine Temperature,573.28,2023-07-15 02:08:28
FU6238,F0906,Fuel Level,84.58,2023-07-15 06:02:28
FU2578,F0906,Fuel Level,93.28,2023-07-15 01:12:55
FU9832,F0906,Fuel Level,22.85,2023-07-15 04:56:43
VI6830,F0906,Vibration,3.04,2023-07-15 03:43:45
VI4082,F0906,Vibration,0.51,2023-07-15 02:54:58
AI5865,F0906,Air Pressure,91.43,2023-07-15 02:54:23
AI9893,F0906,Airspeed,578.67,2023-07-15 05:40:23
AI9248,F0906,Airspeed,494.4,2023-07-15 05:47:07
AI8858,F0906,Airspeed,583.3,2023-07-15 01:25:46
EN1930,F0907,Engine Temperature,673.37,2023-03-27 03:06:33
EN6405,F0907,Engine Temperature,669.54,2023-03-27 05:20:00
FU2974,F0907,Fuel Level,26.45,2023-03-27 03:18:59
FU4136,F0907,Fuel Level,51.86,2023-03-27 04:00:46
FU8448,F0907,Fuel Level,79.86,2023-03-27 03:42:14
VI7716,F0907,Vibration,4.85,2023-03-27 02:40:40
VI4847,F0907,Vibration,0.98,2023-03-27 03:34:56
VI2772,F0907,Vibration,3.96,2023-03-27 05:03:20
AI5703,F0907,Air Pressure,98.98,2023-03-27 02:40:34
AI3544,F0907,Air Pressure,105.4,2023-03-27 02:47:25
AI7444,F0907,Air Pressure,105.1,2023-03-27 04:57:00
AI1580,F0907,Airspeed,502.9,2023-03-27 03:43:36
AI9725,F0907,Airspeed,314.12,2023-03-27 04:04:28
AI5676,F0907,Airspeed,598.83,2023-03-27 04:33:44
EN6653,F0908,Engine Temperature,577.56,2023-01-17 19:12:21
FU5949,F0908,Fuel Level,74.05,2023-01-17 21:45:57
FU3286,F0908,Fuel Level,54.75,2023-01-17 21:09:39
FU2197,F0908,Fuel Level,80.73,2023-01-17 19:23:26
VI3313,F0908,Vibration,2.51,2023-01-17 22:03:27
VI4504,F0908,Vibration,0.89,2023-01-17 21:21:40
AI6437,F0908,Air Pressure,107.44,2023-01-17 19:52:03
AI5089,F0908,Air Pressure,94.25,2023-01-17 22:29:48
AI9385,F0908,Airspeed,581.37,2023-01-17 18:54:54
AI6602,F0908,Airspeed,370.75,2023-01-17 18:54:45
EN3148,F0909,Engine Temperature,675.75,2023-10-14 00:08:06
EN2302,F0909,Engine Temperature,530.53,2023-10-14 00:21:43
EN8454,F0909,Engine Temperature,548.74,2023-10-14 00:49:00
FU6201,F0909,Fuel Level,50.92,2023-10-14 00:11:31
FU8222,F0909,Fuel Level,67.24,2023-10-14 00:20:30
VI4219,F0909,Vibration,3.95,2023-10-14 00:34:09
AI5706,F0909,Air Pressure,,2023-10-14 00:16:08
AI4032,F0909,Air Pressure,,2023-10-14 00:42:47
AI6762,F0909,Air Pressure,108.11,2023-10-14 00:30:29
AI6617,F0909,Airspeed,334.98,2023-10-14 00:26:14
AI7264,F0909,Airspeed,558.61,2023-10-14 00:17:19
AI2881,F0909,Airspeed,498.28,2023-10-14 00:12:25
EN9139,F0910,Engine Temperature,621.9,2023-03-28 10:20:38
EN7722,F0910,Engine Temperature,556.37,2023-03-28 10:44:51
EN1217,F0910,Engine Temperature,532.44,2023-03-28 11:00:44
FU2173,F0910,Fuel Level,66.95,2023-03-28 10:57:59
VI3234,F0910,Vibration,4.64,2023-03-28 10:46:00
VI1720,F0910,Vibration,3.79,2023-03-28 10:56:28
AI3670,F0910,Air Pressure,,2023-03-28 10:59:00
AI6081,F0910,Airspeed,444.83,2023-03-28 10:42:22
AI6194,F0910,Airspeed,436.57,2023-03-28 10:32:14
EN8924,F0911,Engine Temperature,547.84,2023-08-02 16:37:37
FU3018,F0911,Fuel Level,99.03,2023-08-02 17:28:48
FU7617,F0911,Fuel Level,83.52,2023-08-02 18:44:36
FU5592,F0911,Fuel Level,34.89,2023-08-02 16:23:32
VI5289,F0911,Vibration,3.96,2023-08-02 16:31:47
VI3759,F0911,Vibration,3.36,2023-08-02 17:18:53
VI6333,F0911,Vibration,3.64,2023-08-02 16:20:18
AI9465,F0911,Air Pressure,93.75,2023-08-02 16:11:59
AI8514,F0911,Air Pressure,105.22,2023-08-02 18:29:02
AI5724,F0911,Airspeed,425.06,2023-08-02 16:12:59
AI6723,F0911,Airspeed,488.83,2023-08-02 18:41:56
EN7919,F0912,Engine Temperature,,2023-11-26 00:55:16
FU4305,F0912,Fuel Level,89.79,2023-11-25 23:53:53
VI5133,F0912,Vibration,3.27,2023-11-25 23:56:17
VI4424,F0912,Vibration,0.95,2023-11-25 23:22:59
AI6534,F0912,Air Pressure,100.15,2023-11-25 23:17:15
AI9720,F0912,Airspeed,365.28,2023-11-25 23:18:39
EN9716,F0913,Engine Temperature,683.62,2023-06-20 01:04:38
EN7984,F0913,Engine Temperature,659.75,2023-06-20 01:58:49
FU6905,F0913,Fuel Level,71.59,2023-06-20 02:02:15
VI9174,F0913,Vibration,1.44,2023-06-20 01:14:32
VI1641,F0913,Vibration,4.56,2023-06-20 01:15:45
VI7224,F0913,Vibration,4.59,2023-06-20 01:20:51
AI5554,F0913,Air Pressure,93.96,2023-06-20 01:34:11
AI5431,F0913,Air Pressure,96.55,2023-06-20 02:01:19
AI7387,F0913,Air Pressure,106.62,2023-06-20 01:33:44
AI2132,F0913,Airspeed,595.97,2023-06-20 01:10:32
AI8068,F0913,Airspeed,439.34,2023-06-20 01:31:01
AI8068,F0913,Airspeed,320.13,2023-06-20 01:31:12
EN6778,F0914,Engine Temperature,580.93,2023-03-01 04:11:55
EN5439,F0914,Engine Temperature,631.08,2023-03-01 05:09:50
EN1633,F0914,Engine Temperature,598.09,2023-03-01 06:00:12
FU4161,F0914,Fuel Level,41.9,2023-03-01 06:11:13
FU3277,F0914,Fuel Level,78.76,2023-03-01 04:53:36
VI8616,F0914,Vibration,3.79,2023-03-01 05:01:42
AI3813,F0914,Air Pressure,98.57,2023-03-01 06:24:42
AI2018,F0914,Air Pressure,102.92,2023-03-01 03:41:59
AI7911,F0914,Airspeed,451.57,2023-03-01 06:21:26
AI6492,F0914,Airspeed,425.97,2023-03-01 06:16:50
EN7281,F0916,Engine Temperature,625.3,2023-04-30 22:31:50
EN6935,F0916,Engine Temperature,527.29,2023-04-30 22:59:43
EN7934,F0916,Engine Temperature,,2023-05-01 02:12:43
FU6575,F0916,Fuel Level,57.12,2023-04-30 23:12:25
FU6591,F0916,Fuel Level,32.72,2023-05-01 00:11:17
VI3158,F0916,Vibration,4.55,2023-04-30 21:53:39
VI6413,F0916,Vibration,4.85,2023-05-01 01:27:17
AI1895,F0916,Air Pressure,109.1,2023-05-01 01:43:32
AI7629,F0916,Air Pressure,108.49,2023-04-30 23:37:05
AI2217,F0916,Airspeed,594.13,2023-04-30 22:04:28
AI4160,F0916,Airspeed,469.77,2023-05-01 00:28:44
AI3113,F0916,Airspeed,408.07,2023-05-01 00:49:57
EN9864,F0917,Engine Temperature,573.53,2023-09-14 21:03:25
EN7172,F0917,Engine Temperature,522.59,2023-09-14 22:34:43
FU8348,F0917,Fuel Level,47.77,2023-09-14 20:09:01
VI7752,F0917,Vibration,2.36,2023-09-14 20:24:40
VI8508,F0917,Vibration,0.66,2023-09-14 22:18:22
AI2218,F0917,Air Pressure,107.43,2023-09-14 20:47:57
AI8032,F0917,Air Pressure,102.87,2023-09-14 22:52:54
AI8529,F0917,Airspeed,411.63,2023-09-14 19:36:16
AI1510,F0917,Airspeed,403.17,2023-09-14 20:58:35
EN9743,F0919,Engine Temperature,,2023-04-23 11:28:18
EN7976,F0919,Engine Temperature,655.39,2023-04-23 10:26:42
FU3648,F0919,Fuel Level,40.89,2023-04-23 08:37:51
FU6228,F0919,Fuel Level,61.85,2023-04-23 09:06:32
VI8272,F0919,Vibration,3.53,2023-04-23 09:11:36
VI2506,F0919,Vibration,,2023-04-23 09:32:55
AI3918,F0919,Air Pressure,,2023-04-23 09:29:31
AI9724,F0919,Air Pressure,104.56,2023-04-23 09:10:50
AI6782,F0919,Airspeed,,2023-04-23 08:08:17
EN2122,F0920,Engine Temperature,613.25,2023-07-12 14:54:31
FU3506,F0920,Fuel Level,46.74,2023-07-12 15:20:20
FU3056,F0920,Fuel Level,92.6,2023-07-12 15:26:55
VI2776,F0920,Vibration,1.01,2023-07-12 16:52:35
VI1340,F0920,Vibration,0.66,2023-07-12 14:07:39
VI9127,F0920,Vibration,1.85,2023-07-12 15:14:40
AI4457,F0920,Air Pressure,106.01,2023-07-12 15:22:37
AI6539,F0920,Air Pressure,92.53,2023-07-12 15:58:09
AI6518,F0920,Air Pressure,103.93,2023-07-12 14:09:52
AI5140,F0920,Airspeed,356.8,2023-07-12 13:55:09
AI1041,F0920,Airspeed,454.69,2023-07-12 15:00:12
EN2336,F0921,Engine Temperature,689.64,2023-01-19 09:35:09
EN8917,F0921,Engine Temperature,525.48,2023-01-19 10:48:28
FU9833,F0921,Fuel Level,86.35,2023-01-19 09:17:46
FU6007,F0921,Fuel Level,62.86,2023-01-19 09:03:10
FU2003,F0921,Fuel Level,27.92,2023-01-19 07:41:11
VI4139,F0921,Vibration,2.25,2023-01-19 10:58:17
VI6949,F0921,Vibration,0.69,2023-01-19 07:53:21
VI3599,F0921,Vibration,4.65,2023-01-19 09:13:25
AI3900,F0921,Air Pressure,104.31,2023-01-19 10:53:53
AI2018,F0921,Air Pressure,96.18,2023-01-19 09:01:04
AI6374,F0921,Air Pressure,109.22,2023-01-19 09:19:25
AI1885,F0921,Airspeed,416.53,2023-01-19 10:46:55
EN8313,F0922,Engine Temperature,597.45,2023-11-06 16:43:11
EN7652,F0922,Engine Temperature,597.51,2023-11-06 16:09:28
EN6787,F0922,Engine Temperature,628.36,2023-11-06 15:58:11
FU2822,F0922,Fuel Level,21.46,2023-11-06 17:54:43
FU6194,F0922,Fuel Level,72.67,2023-11-06 16:28:44
FU9995,F0922,Fuel Level,49.57,2023-11-06 16:01:36
VI7696,F0922,Vibration,1.87,2023-11-06 17:42:26
VI5447,F0922,Vibration,3.77,2023-11-06 16:55:42
AI8693,F0922,Air Pressure,102.33,2023-11-06 17:10:20
AI9741,F0922,Air Pressure,103.29,2023-11-06 16:02:31
AI8590,F0922,Airspeed,488.45,2023-11-06 16:27:43
EN8607,F0923,Engine Temperature,645.67,2023-07-30 09:20:53
EN6666,F0923,Engine Temperature,630.77,2023-07-30 06:42:46
FU9678,F0923,Fuel Level,20.74,2023-07-30 05:56:57
VI8106,F0923,Vibration,2.57,2023-07-30 06:29:51
VI9445,F0923,Vibration,0.89,2023-07-30 06:19:03
AI2275,F0923,Air Pressure,101.33,2023-07-30 07:44:51
AI6775,F0923,Air Pressure,,2023-07-30 05:42:04
AI3014,F0923,Air Pressure,,2023-07-30 07:55:11
AI3868,F0923,Airspeed,407.64,2023-07-30 08:45:20
AI5727,F0923,Airspeed,305.09,2023-07-30 06:03:41
AI5926,F0923,Airspeed,395.44,2023-07-30 08:48:34
EN4200,F0924,Engine Temperature,506.9,2023-03-05 08:11:32
FU5983,F0924,Fuel Level,34.36,2023-03-05 08:03:14
FU9881,F0924,Fuel Level,88.05,2023-03-05 09:03:17
FU9456,F0924,Fuel Level,37.84,2023-03-05 08:02:45
VI3046,F0924,Vibration,4.3,2023-03-05 08:07:05
VI4514,F0924,Vibration,2.42,2023-03-05 06:48:11
VI4838,F0924,Vibration,0.78,2023-03-05 08:45:48
AI9408,F0924,Air Pressure,103.0,2023-03-05 09:13:02
AI5660,F0924,Air Pressure,93.34,2023-03-05 06:13:16
AI5544,F0924,Airspeed,328.82,2023-03-05 06:41:37
AI8250,F0924,Airspeed,493.88,2023-03-05 06:05:13
AI2391,F0924,Airspeed,508.55,2023-03-05 08:37:41
EN1438,F0925,Engine Temperature,696.31,2023-08-05 08:51:23
EN3435,F0925,Engine Temperature,561.09,2023-08-05 06:04:05
FU4027,F0925,Fuel Level,78.67,2023-08-05 06:57:55
VI9028,F0925,Vibration,2.57,2023-08-05 08:04:08
VI6598,F0925,Vibration,4.88,2023-08-05 07:15:39
VI9884,F0925,Vibration,2.94,2023-08-05 07:43:19
AI7597,F0925,Air Pressure,99.17,2023-08-05 06:50:03
AI7051,F0925,Airspeed,519.93,2023-08-05 06:09:14
EN6847,F0926,Engine Temperature,621.27,2023-05-04 16:53:28
EN2045,F0926,Engine Temperature,561.55,2023-05-04 16:47:22
FU8231,F0926,Fuel Level,63.26,2023-05-04 17:14:54
FU7081,F0926,Fuel Level,36.67,2023-05-04 17:31:53
FU2235,F0926,Fuel Level,88.41,2023-05-04 17:30:45
VI4678,F0926,Vibration,1.09,2023-05-04 17:29:23
VI5781,F0926,Vibration,4.66,2023-05-04 17:32:11
AI7900,F0926,Air Pressure,101.38,2023-05-04 17:22:34
AI2612,F0926,Air Pressure,98.61,2023-05-04 16:36:52
AI2397,F0926,Air Pressure,107.89,2023-05-04 17:32:53
AI7226,F0926,Airspeed,441.43,2023-05-04 17:21:03
AI6165,F0926,Airspeed,347.05,2023-05-04 17:19:48
AI2679,F0926,Airspeed,324.24,2023-05-04 17:23:24
EN9419,F0927,Engine Temperature,688.8,2023-07-22 06:33:03
EN4108,F0927,Engine Temperature,645.51,2023-07-22 06:36:19
FU1486,F0927,Fuel Level,89.52,2023-07-22 09:59:10
FU6064,F0927,Fuel Level,57.73,2023-07-22 10:20:31
FU9531,F0927,Fuel Level,66.66,2023-07-22 06:41:05
VI5094,F0927,Vibration,2.34,2023-07-22 07:16:57
VI2676,F0927,Vibration,0.5,2023-07-22 06:52:45
VI5048,F0927,Vibration,4.42,2023-07-22 06:45:10
AI4321,F0927,Air Pressure,107.99,2023-07-22 08:39:56
AI3423,F0927,Air Pressure,99.35,2023-07-22 09:51:12
AI3698,F0927,Air Pressure,104.83,2023-07-22 10:08:08
AI8943,F0927,Airspeed,396.07,2023-07-22 09:00:02
EN1029,F0928,Engine Temperature,500.23,2023-07-30 06:47:01
EN8788,F0928,Engine Temperature,656.99,2023-07-30 04:21:52
EN5515,F0928,Engine Temperature,538.83,2023-07-30 02:20:03
FU4028,F0928,Fuel Level,73.57,2023-07-30 05:52:50
FU9044,F0928,Fuel Level,92.11,2023-07-30 06:21:33
VI4395,F0928,Vibration,2.29,2023-07-30 03:57:00
AI3468,F0928,Air Pressure,107.01,2023-07-30 02:45:43
AI9382,F0928,Airspeed,373.29,2023-07-30 02:24:55
EN9252,F0929,Engine Temperature,537.43,2023-12-12 17:22:50
EN7020,F0929,Engine Temperature,662.97,2023-12-12 17:40:46
FU2536,F0929,Fuel Level,77.21,2023-12-12 17:27:14
VI8918,F0929,Vibration,2.96,2023-12-12 17:04:49
VI9233,F0929,Vibration,4.87,2023-12-12 17:34:29
AI1196,F0929,Air Pressure,93.52,2023-12-12 17:10:20
AI3390,F0929,Air Pressure,97.88,2023-12-12 17:14:57
AI9896,F0929,Airspeed,328.95,2023-12-12 17:02:07
EN4224,F0930,Engine Temperature,682.61,2023-07-01 19:21:00
EN9950,F0930,Engine Temperature,584.02,2023-07-01 20:47:41
EN6538,F0930,Engine Temperature,600.93,2023-07-01 20:17:55
FU9510,F0930,Fuel Level,30.21,2023-07-01 21:13:15
VI4795,F0930,Vibration,2.76,2023-07-01 19:23:04
VI3000,F0930,Vibration,4.64,2023-07-01 23:05:23
AI2270,F0930,Air Pressure,96.29,2023-07-01 22:32:05
AI6810,F0930,Air Pressure,90.74,2023-07-01 23:04:03
AI9636,F0930,Air Pressure,96.05,2023-07-01 22:10:16
AI5043,F0930,Airspeed,547.75,2023-07-01 22:14:03
EN5526,F0931,Engine Temperature,600.61,2023-10-03 11:28:27
FU2593,F0931,Fuel Level,87.53,2023-10-03 12:24:04
VI7161,F0931,Vibration,,2023-10-03 11:45:57
VI4571,F0931,Vibration,,2023-10-03 12:23:51
AI6207,F0931,Air Pressure,,2023-10-03 09:24:04
AI7488,F0931,Air Pressure,90.86,2023-10-03 10:45:16
AI2375,F0931,Air Pressure,94.4,2023-10-03 08:24:43
AI4046,F0931,Airspeed,466.15,2023-10-03 08:24:47
AI9173,F0931,Airspeed,593.21,2023-10-03 07:50:13
EN6412,F0932,Engine Temperature,695.92,2023-02-16 20:11:58
FU9505,F0932,Fuel Level,72.47,2023-02-16 20:29:29
FU6294,F0932,Fuel Level,97.96,2023-02-16 20:24:15
VI9599,F0932,Vibration,4.27,2023-02-16 20:39:41
AI3363,F0932,Air Pressure,93.74,2023-02-16 20:14:20
AI8338,F0932,Air Pressure,103.48,2023-02-16 21:11:27
AI7877,F0932,Air Pressure,,2023-02-16 21:16:34
AI7318,F0932,Airspeed,310.29,2023-02-16 20:31:41
AI6595,F0932,Airspeed,563.69,2023-02-16 18:50:30
AI7250,F0932,Airspeed,525.01,2023-02-16 18:55:36
EN2083,F0933,Engine Temperature,656.44,2023-06-09 23:05:55
EN2726,F0933,Engine Temperature,668.18,2023-06-10 01:16:47
EN1319,F0933,Engine Temperature,609.01,2023-06-10 01:40:11
FU8791,F0933,Fuel Level,35.51,2023-06-10 00:47:08
VI6268,F0933,Vibration,0.98,2023-06-10 02:32:05
AI4359,F0933,Air Pressure,,2023-06-10 02:29:31
AI6572,F0933,Air Pressure,97.89,2023-06-09 23:19:37
AI1685,F0933,Air Pressure,92.33,2023-06-10 01:47:22
AI9709,F0933,Airspeed,561.58,2023-06-10 01:11:16
AI8419,F0933,Airspeed,501.58,2023-06-09 23:01:35
EN8105,F0934,Engine Temperature,578.68,2023-12-14 07:23:25
EN8894,F0934,Engine Temperature,588.67,2023-12-14 07:22:02
FU3950,F0934,Fuel Level,85.91,2023-12-14 06:44:32
FU7953,F0934,Fuel Level,70.32,2023-12-14 07:13:19
FU9052,F0934,Fuel Level,54.66,2023-12-14 06:46:38
VI1073,F0934,Vibration,3.29,2023-12-14 07:02:15
