flight_id,event_time,latitude,longitude,altitude,temperature,wind_speed,wind_direction,weather_condition
F0810,2023-07-13 11:57:26,49.7366,-62.2641,39699.73,11.9,129.3,E,Storm
F0810,2023-07-13 09:27:40,56.239,-102.6274,20236.17,19.2,69.0,SE,Rain
F0810,2023-07-13 11:58:18,54.2235,-72.1477,8564.96,-6.1,42.4,S,Clear
F0810,2023-07-13 08:44:04,50.6388,-75.7341,13058.31,14.2,82.1,NE,Cloudy
F0812,2023-10-20 23:55:03,55.4009,-71.2623,22375.4,-17.6,99.7,S,Rain
F0812,2023-10-21 00:32:47,51.4033,-119.6026,7652.77,-1.1,131.7,NW,Clear
F0812,2023-10-21 00:37:59,27.3023,-126.2573,6776.17,5.8,85.3,SE,Clear
F0812,2023-10-20 23:26:42,39.9593,-90.7494,5476.7,-6.7,10.2,W,Rain
F0813,2023-05-26 00:22:33,43.7247,-112.4356,14126.79,-7.7,2.3,SW,Clear
F0813,2023-05-26 01:59:46,28.8853,-81.2735,28954.43,-1.5,108.3,E,Clear
F0813,2023-05-26 02:11:37,30.0199,-87.6662,33073.61,0.5,,NE,Storm
F0813,2023-05-26 02:37:10,26.9989,-95.5164,7763.25,,134.9,SW,Rain
F0813,2023-05-26 00:03:06,24.7512,-104.877,10272.4,12.9,100.3,SW,Rain
F0814,2023-11-14 23:17:33,35.6721,-94.7189,33303.64,16.5,9.5,NW,Sunny
F0814,2023-11-14 23:34:59,50.864,-98.2262,19753.55,6.6,72.3,SW,Cloudy
F0814,2023-11-14 20:34:00,43.028,-85.3152,7935.24,-12.0,147.9,NW,Clear
F0814,2023-11-14 22:50:03,23.3963,-75.7636,30659.01,15.5,90.3,NE,Clear
F0815,2023-04-22 23:00:07,37.3244,-111.4842,27411.0,16.4,10.9,E,Sunny
F0815,2023-04-22 23:02:29,42.3582,-73.1827,9574.23,-2.1,24.1,E,Clear
F0815,2023-04-22 22:40:53,40.8463,-83.9925,33559.76,-15.2,136.7,SE,Rain
F0815,2023-04-22 22:30:44,52.5487,-67.5882,31550.35,-18.8,8.6,E,Storm
F0815,2023-04-22 22:49:29,46.5208,-91.0128,15552.49,8.7,27.6,N,Rain
F0815,2023-04-22 22:44:31,55.6401,-96.4818,17224.95,6.8,36.7,S,Storm
F0816,2023-02-04 00:20:15,35.5729,-102.1361,3353.16,2.8,46.3,N,Sunny
F0816,2023-02-04 01:06:30,47.1183,-104.239,22962.15,2.0,110.4,E,Cloudy
F0816,2023-02-04 03:24:13,39.4911,-88.6602,24465.04,-16.1,145.3,W,Rain
F0816,2023-02-04 01:08:26,26.1091,-73.8583,29199.66,,6.4,NW,Sunny
F0817,2023-12-10 06:11:54,52.0347,-123.2244,39915.69,21.5,18.1,W,Cloudy
F0817,2023-12-10 06:02:23,38.7816,-129.4306,27807.23,-2.6,,NW,Clear
F0817,2023-12-10 06:43:04,56.5931,-75.6806,16638.23,10.1,143.0,SE,Rain
F0818,2023-01-18 04:11:48,28.8261,-112.8323,26221.95,9.3,3.6,W,Sunny
F0818,2023-01-18 05:19:18,48.7511,-60.9919,8018.33,5.9,126.2,W,Rain
F0818,2023-01-18 03:42:07,52.7043,-106.9083,35281.03,-16.3,113.0,SW,Sunny
F0819,2023-12-12 06:55:44,29.2805,-75.7787,39643.89,16.1,64.2,W,Clear
F0819,2023-12-12 06:55:06,23.7493,-80.1465,35550.89,5.0,139.3,SE,Cloudy
F0819,2023-12-12 05:48:08,52.0771,-104.8867,37621.8,-7.4,73.6,SW,Sunny
F0819,2023-12-12 07:01:53,55.9164,-70.0775,35754.54,12.4,,SW,Rain
F0819,2023-12-12 08:10:23,43.5215,-128.5098,29951.19,13.4,46.2,N,Rain
F0819,2023-12-12 08:55:01,48.0619,-118.4832,18419.75,-16.4,29.6,SE,Rain
F0820,2023-06-08 14:47:02,23.4533,-122.1144,7011.28,-15.7,62.9,S,Clear
F0820,2023-06-08 16:54:03,38.2247,-89.2068,4430.2,3.4,74.4,NW,Cloudy
F0820,2023-06-08 16:12:27,47.0363,-98.3548,21223.47,-8.9,138.0,N,Sunny
F0820,2023-06-08 15:56:24,26.6044,-87.6329,28470.75,17.8,113.2,S,Sunny
F0821,2023-09-21 01:05:21,31.7588,-123.9634,20060.75,7.8,31.6,NE,Cloudy
F0821,2023-09-21 00:14:08,32.5595,-107.0615,18031.63,21.9,48.1,SE,Sunny
F0821,2023-09-21 00:16:11,20.9374,-115.6817,3149.04,17.4,32.8,NW,Clear
F0822,2023-02-28 16:51:17,24.6429,-109.4133,6563.3,-17.2,72.8,SW,Cloudy
F0822,2023-02-28 16:11:45,42.6897,-86.9335,7862.62,-1.2,,N,Clear
F0822,2023-02-28 16:17:53,54.4009,-66.7099,19910.55,-3.6,111.4,S,Sunny
F0822,2023-02-28 18:05:21,55.6906,-110.5422,19283.73,0.5,44.3,SW,Storm
F0822,2023-02-28 16:57:43,54.3033,-110.4851,38989.11,-11.7,46.3,NW,Rain
F0822,2023-02-28 16:31:44,49.6076,-75.2065,36570.39,-3.9,,W,Clear
F0823,2023-01-28 16:08:30,49.2687,-94.1118,10040.36,-13.7,136.6,NE,Clear
F0823,2023-01-28 14:32:18,30.0278,-64.8498,31406.56,18.7,28.4,W,Storm
F0823,2023-01-28 14:41:36,21.8719,-71.5464,39906.31,14.8,23.6,NE,Storm
F0823,2023-01-28 14:43:25,56.8972,-66.1163,35312.56,-14.5,117.0,S,Storm
F0824,2023-05-06 16:19:46,25.3469,-125.4303,23365.51,23.7,31.5,S,Cloudy
F0824,2023-05-06 16:33:19,59.1833,-90.176,29654.01,15.4,140.2,NE,Storm
F0824,2023-05-06 16:17:31,59.417,-86.5813,20275.54,,80.4,S,Cloudy
F0824,2023-05-06 16:44:01,33.1453,-71.1609,11809.63,7.7,130.4,E,Cloudy
F0825,2023-05-28 18:05:16,43.6665,-113.1499,15795.46,12.2,50.6,N,Clear
F0825,2023-05-28 16:45:56,56.9728,-86.4018,36684.06,,,SW,Cloudy
F0825,2023-05-28 16:30:25,36.9262,-71.3859,22068.25,4.3,119.9,W,Rain
F0825,2023-05-28 17:53:25,42.929,-124.5065,5055.93,-11.1,116.1,N,Cloudy
F0825,2023-05-28 15:27:18,45.4057,-79.1101,22767.66,,113.1,SE,Sunny
F0825,2023-05-28 16:03:17,56.0426,-122.3638,22686.85,-10.5,108.6,SE,Clear
F0826,2023-12-17 11:02:24,23.9116,-90.5875,7546.4,21.5,100.7,SE,Storm
F0826,2023-12-17 11:21:05,25.2958,-84.1015,15984.38,15.8,91.5,N,Cloudy
F0826,2023-12-17 11:39:44,29.94,-112.2408,8308.08,-16.1,37.6,NW,Cloudy
F0826,2023-12-17 11:00:22,55.824,-65.0094,38476.52,-8.7,129.0,NW,Cloudy
F0826,2023-12-17 12:10:18,41.6578,-94.6899,22054.94,,146.0,N,Sunny
F0826,2023-12-17 11:25:02,58.2564,-118.5646,10779.87,10.7,78.8,S,Clear
F0827,2023-07-10 01:21:05,45.9136,-82.9447,31590.59,-8.9,88.5,N,Rain
F0827,2023-07-10 00:35:09,51.7976,-64.9136,39919.87,9.7,10.2,NE,Clear
F0827,2023-07-10 01:27:32,46.1497,-98.1186,19148.03,9.3,,SW,Rain
F0827,2023-07-10 04:13:58,48.2383,-121.4368,5987.18,28.1,7.4,SW,Clear
F0827,2023-07-10 04:14:47,48.4791,-124.6216,31195.21,-8.6,54.5,SW,Clear
F0827,2023-07-10 01:55:25,30.6136,-78.4943,21431.89,11.8,123.0,SW,Clear
F0828,2023-01-08 03:17:43,56.1973,-89.6403,9270.04,-12.4,117.6,N,Cloudy
F0828,2023-01-07 23:57:36,20.221,-73.8504,25243.86,14.4,78.1,W,Clear
F0828,2023-01-08 01:53:27,46.7818,-114.381,10063.6,-5.8,14.6,S,Sunny
F0828,2023-01-08 01:42:03,40.3886,-98.9062,35798.4,-10.4,108.2,E,Rain
F0829,2023-07-08 18:30:00,43.134,-106.647,11638.5,-4.7,84.5,NW,Rain
F0829,2023-07-08 18:32:20,56.1788,-103.1337,13068.97,-1.1,52.9,NW,Cloudy
F0829,2023-07-08 17:49:25,55.7781,-114.3509,31480.5,-2.8,121.2,E,Cloudy
F0830,2023-07-15 07:50:07,56.4683,-111.4188,32408.1,-1.9,94.1,NE,Cloudy
F0830,2023-07-15 08:00:05,24.2322,-122.4799,24125.79,-15.7,26.3,NE,Rain
F0830,2023-07-15 07:51:44,22.855,-68.6185,33303.54,-3.7,129.1,W,Sunny
F0830,2023-07-15 07:42:06,41.1108,-114.7306,34054.94,-4.4,44.6,N,Cloudy
F0830,2023-07-15 08:28:22,40.7724,-75.4228,30113.27,21.6,102.1,NE,Storm
F0831,2023-09-29 05:01:57,45.9847,-85.197,27824.95,1.0,41.7,W,Storm
F0831,2023-09-29 06:38:19,42.207,-86.2079,23986.08,27.1,102.3,E,Storm
F0831,2023-09-29 04:35:21,47.8076,-103.7673,36504.81,10.6,11.1,NE,Rain
F0832,2023-09-09 21:08:01,52.9621,-109.4069,4392.58,-3.5,,S,Cloudy
F0832,2023-09-09 18:13:11,36.109,-69.1516,16904.58,5.6,47.9,W,Cloudy
F0832,2023-09-09 18:51:17,20.6921,-75.5492,33843.11,6.6,64.2,W,Sunny
F0833,2023-03-30 21:41:25,25.2701,-68.843,13674.24,24.3,75.8,NE,Rain
F0833,2023-03-30 22:22:27,31.9821,-94.2052,14189.76,8.4,47.3,S,Clear
F0833,2023-03-30 20:39:16,21.3568,-62.2572,37175.31,11.3,39.4,S,Clear
F0834,2023-12-09 21:29:01,54.7133,-119.0444,19694.28,-13.5,47.3,S,Cloudy
F0834,2023-12-09 20:49:23,44.474,-62.1238,4062.28,-10.2,149.6,N,Clear
F0834,2023-12-09 20:45:18,38.5666,-84.4376,39638.61,29.0,148.9,W,Sunny
F0834,2023-12-09 21:36:24,48.2974,-88.3249,20235.5,4.9,74.4,SE,Rain
F0835,2023-09-13 10:28:00,59.7186,-62.1924,30682.31,-5.3,138.4,N,Cloudy
F0835,2023-09-13 10:12:58,27.2593,-89.7479,11940.11,-7.8,56.1,S,Storm
F0835,2023-09-13 10:08:32,44.2596,-105.4214,4736.63,1.6,2.9,SE,Cloudy
F0835,2023-09-13 09:47:54,36.5323,-69.5874,21255.52,17.3,33.8,SW,Clear
F0836,2023-04-08 22:51:48,52.5187,-106.8135,18574.38,14.5,121.9,NE,Clear
F0836,2023-04-08 22:55:17,51.7155,-95.4255,12300.44,18.1,,NW,Sunny
F0836,2023-04-08 22:46:21,58.5964,-110.6268,7986.48,13.5,85.5,SE,Sunny
F0836,2023-04-08 22:40:42,40.8822,-69.4602,20118.22,22.5,97.7,SW,Cloudy
F0837,2023-04-29 04:36:09,33.5475,-110.0113,28287.04,-5.6,7.3,W,Cloudy
F0837,2023-04-29 07:08:49,39.9245,-64.0858,22587.33,23.0,26.0,SE,Cloudy
F0837,2023-04-29 07:13:44,35.1153,-93.4461,13612.75,22.7,109.5,NW,Rain
F0837,2023-04-29 05:03:52,56.6788,-92.1258,7902.54,,33.2,NE,Clear
F0837,2023-04-29 07:48:44,53.3766,-108.4909,16804.99,21.7,86.1,N,Sunny
F0837,2023-04-29 04:29:44,27.0791,-81.276,22325.96,-13.9,48.8,SW,Cloudy
F0838,2023-07-22 04:21:59,57.771,-70.9531,31496.25,15.9,111.3,NW,Clear
F0838,2023-07-22 04:14:44,45.8121,-76.5748,20567.94,27.7,25.6,E,Rain
F0838,2023-07-22 04:53:44,52.8655,-119.6432,33779.56,20.1,83.7,SE,Cloudy
F0838,2023-07-22 06:57:46,23.5818,-75.0796,23229.43,22.4,140.6,N,Clear
F0838,2023-07-22 07:27:34,46.4727,-63.7407,18248.6,9.7,5.0,NE,Sunny
F0838,2023-07-22 06:00:31,35.9975,-81.9592,32951.07,14.1,128.9,SW,Clear
F0840,2023-09-18 12:21:09,57.4829,-91.3152,23353.39,27.5,16.9,NW,Sunny
F0840,2023-09-18 11:55:58,27.2915,-89.7189,12500.3,4.5,10.3,E,Sunny
F0840,2023-09-18 14:03:31,47.1031,-111.8451,21035.87,-7.9,15.2,W,Cloudy
F0840,2023-09-18 15:00:11,43.6957,-119.4691,28190.95,-8.9,44.0,NW,Storm
F0840,2023-09-18 12:38:55,40.7841,-90.6797,15099.2,-18.8,14.3,S,Clear
F0840,2023-09-18 11:37:14,43.8646,-84.0404,38748.36,11.1,48.6,N,Cloudy
F0841,2023-04-10 11:15:42,37.9987,-116.3655,33173.22,-3.5,38.6,SW,Cloudy
F0841,2023-04-10 11:52:58,22.9003,-105.4976,24376.12,23.4,69.4,SW,Sunny
F0841,2023-04-10 12:28:15,32.1371,-75.738,39615.02,-9.4,36.1,NW,Rain
F0841,2023-04-10 12:10:23,37.1018,-79.4513,7287.34,24.1,147.3,E,Cloudy
F0842,2023-07-25 21:43:20,42.6178,-92.7568,29949.64,5.7,42.3,S,Rain
F0842,2023-07-25 23:25:30,52.065,-89.1687,39685.29,-8.2,68.5,SE,Rain
F0842,2023-07-25 23:10:42,30.5236,-65.2295,36178.08,-6.8,137.4,N,Storm
F0843,2023-06-01 19:25:06,33.3941,-79.972,8456.03,21.2,46.8,E,Sunny
F0843,2023-06-01 21:02:00,26.6709,-65.8517,7107.61,-8.3,104.9,NE,Cloudy
F0843,2023-06-01 21:03:49,45.2943,-98.0637,7434.89,-16.4,101.8,S,Sunny
F0843,2023-06-01 19:22:32,29.8628,-107.6475,4990.84,-3.8,121.9,NW,Rain
F0843,2023-06-01 19:22:36,20.4874,-121.3221,13208.17,-11.0,83.6,NE,Sunny
F0843,2023-06-01 19:33:09,48.7563,-94.1945,35130.16,0.5,136.5,N,Cloudy
F0844,2023-05-01 17:27:24,52.2406,-113.906,16788.12,-3.9,85.9,SE,Sunny
F0844,2023-05-01 17:19:17,37.2419,-71.0529,30673.69,-16.0,108.7,SE,Sunny
F0844,2023-05-01 16:36:44,44.3157,-114.446,8866.87,7.0,44.1,S,Sunny
F0844,2023-05-01 17:44:21,52.7293,-75.7678,33092.67,11.3,14.3,NW,Rain
F0845,2023-05-19 09:37:52,58.4788,-100.5315,15223.02,-10.0,132.6,N,Cloudy
F0845,2023-05-19 09:41:17,24.9222,-125.3212,16249.03,-4.4,20.6,NE,Cloudy
F0845,2023-05-19 08:24:53,50.0108,-99.7422,21832.83,-6.2,15.5,W,Sunny
F0846,2023-12-11 03:47:04,52.4651,-121.4823,26868.6,11.6,120.3,S,Rain
F0846,2023-12-11 03:27:09,54.097,-73.7463,14579.84,-5.7,39.0,N,Sunny
F0846,2023-12-11 04:45:32,27.1111,-118.4751,18317.77,-18.2,102.5,E,Cloudy
F0846,2023-12-11 04:56:31,44.0164,-82.7802,20838.68,7.9,115.5,W,Storm
F0846,2023-12-11 04:14:00,48.0014,-60.0427,38127.05,11.6,81.6,NE,Sunny
F0848,2023-04-19 19:08:08,39.195,-99.7257,28117.52,8.9,102.0,S,Sunny
F0848,2023-04-19 21:10:33,41.9917,-74.3488,37476.5,,141.4,W,Storm
F0848,2023-04-19 19:56:22,50.6362,-109.0555,10759.67,-14.1,102.9,E,Clear
F0848,2023-04-19 18:11:41,31.1858,-97.6531,17215.01,0.3,22.9,W,Sunny
F0848,2023-04-19 19:44:51,42.1253,-129.062,23856.81,-17.0,119.0,NE,Cloudy
F0848,2023-04-19 20:54:25,30.2955,-99.6318,24780.95,-3.8,23.4,SE,Cloudy
F0849,2023-03-01 04:45:10,41.0624,-111.8422,17212.1,16.1,85.0,N,Storm
F0849,2023-03-01 04:53:44,45.3329,-117.9925,6472.46,20.0,21.6,SE,Cloudy
F0849,2023-03-01 03:36:33,32.1813,-92.8449,33903.9,18.1,144.8,NE,Clear
F0849,2023-03-01 04:34:54,55.6413,-89.8093,38263.36,4.5,108.4,W,Rain
F0850,2023-02-10 15:28:46,56.1467,-68.1148,17418.75,25.2,67.0,NW,Rain
F0850,2023-02-10 18:09:59,30.8512,-80.9189,37994.85,-4.4,78.0,E,Cloudy
F0850,2023-02-10 14:59:18,30.9203,-108.1337,18382.89,17.0,79.6,NW,Rain
F0850,2023-02-10 17:23:55,33.5791,-70.1155,9094.47,-10.7,46.9,E,Clear
F0850,2023-02-10 16:34:31,24.5208,-88.8558,34013.32,19.2,82.9,NW,Rain
F0850,2023-02-10 18:33:26,41.4284,-111.132,17491.33,-11.4,61.0,NW,Sunny
F0851,2023-08-27 19:46:38,41.8351,-78.7223,31363.58,-5.5,11.0,E,Sunny
F0851,2023-08-27 22:16:06,49.7484,-88.6046,30152.95,-3.8,123.1,W,Storm
F0851,2023-08-27 20:33:01,27.3958,-109.6932,30276.22,6.8,7.5,NW,Rain
F0851,2023-08-27 21:56:29,37.1579,-82.1884,22014.32,24.4,3.1,S,Storm
F0851,2023-08-27 22:16:57,56.5896,-96.6375,38568.62,5.3,75.6,SE,Sunny
F0851,2023-08-27 22:06:31,25.5421,-104.5127,25159.61,2.1,133.3,NW,Sunny
F0852,2023-04-02 15:06:48,48.1452,-101.2955,33439.2,,147.8,NE,Sunny
F0852,2023-04-02 14:37:48,26.69,-60.4503,23001.47,6.6,21.7,E,Rain
F0852,2023-04-02 14:33:35,59.2265,-119.4935,5304.93,-6.3,46.9,E,Clear
F0853,2023-02-19 21:09:44,32.7738,-128.1451,39145.98,-10.3,,S,Storm
F0853,2023-02-19 22:10:06,23.968,-105.5568,21916.48,1.6,35.4,SW,Rain
F0853,2023-02-19 20:20:09,32.8757,-89.5254,12279.69,16.3,76.8,NW,Cloudy
F0853,2023-02-19 21:39:47,47.277,-99.5858,27552.01,6.3,24.5,W,Rain
F0854,2023-12-18 07:19:20,52.231,-110.7752,27369.01,14.0,132.9,NE,Sunny
F0854,2023-12-18 06:46:13,54.425,-81.8925,12644.78,-2.3,88.3,N,Rain
F0854,2023-12-18 05:57:17,36.7676,-90.4777,22875.85,11.2,54.5,SE,Storm
F0854,2023-12-18 06:59:52,56.8166,-115.7504,34076.51,10.3,9.4,S,Sunny
F0854,2023-12-18 07:21:42,57.7313,-94.6234,29273.48,9.7,96.5,SE,Clear
F0855,2023-08-23 23:29:31,45.973,-100.8411,10642.81,10.3,21.8,SE,Clear
F0855,2023-08-23 22:57:05,29.4122,-119.8315,16250.28,1.4,79.3,NW,Cloudy
F0855,2023-08-23 23:53:44,58.0685,-108.4545,11104.75,-16.4,139.0,SW,Rain
F0855,2023-08-23 21:12:41,20.2549,-115.2468,22884.54,23.6,74.6,NW,Storm
F0855,2023-08-23 23:08:47,59.2114,-106.9277,18738.31,18.4,,NE,Clear
F0857,2023-04-19 21:07:04,58.1405,-82.4582,8585.35,11.7,32.2,S,Rain
F0857,2023-04-19 18:30:31,21.1592,-122.2738,18966.47,-18.3,71.0,NW,Cloudy
F0857,2023-04-19 18:38:45,28.4176,-70.3224,31096.62,-5.1,48.5,N,Rain
F0858,2023-08-03 06:27:39,49.5768,-88.1672,33160.16,4.2,43.6,NE,Storm
F0858,2023-08-03 08:17:50,41.8857,-62.3581,17366.44,-3.1,148.3,NE,Clear
F0858,2023-08-03 07:38:40,24.422,-112.6337,28380.15,25.4,79.7,SW,Clear
F0858,2023-08-03 06:52:44,46.7668,-91.9177,32038.33,24.2,135.4,W,Rain
F0858,2023-08-03 08:03:08,47.254,-129.4013,16534.15,12.4,76.7,N,Rain
F0858,2023-08-03 08:15:55,55.7691,-78.8708,12316.15,-8.8,20.9,SE,Rain
F0859,2023-09-11 15:08:10,31.4172,-113.5139,36804.23,-13.9,78.8,W,Clear
F0859,2023-09-11 15:28:23,30.7522,-63.045,30042.74,2.3,79.2,S,Clear
F0859,2023-09-11 16:04:27,42.6647,-128.5242,24313.22,-16.9,107.5,E,Cloudy
F0859,2023-09-11 14:24:01,48.6975,-82.9822,34988.13,10.8,132.4,E,Rain
F0859,2023-09-11 14:30:21,26.5088,-75.5065,17189.53,15.8,66.3,NW,Rain
F0859,2023-09-11 15:44:16,39.251,-111.4489,34919.06,-1.4,137.4,NE,Cloudy
F0860,2023-10-02 03:04:15,28.6601,-129.2409,25574.07,6.9,43.8,S,Clear
F0860,2023-10-02 02:13:55,44.7937,-70.8324,20083.58,-14.2,52.5,NE,Sunny
F0860,2023-10-02 00:24:09,45.953,-94.0582,24889.03,5.3,66.6,SW,Cloudy
F0860,2023-10-02 00:18:18,45.0663,-104.5718,33407.06,7.9,76.9,N,Rain
F0860,2023-10-02 00:35:51,52.7909,-98.1632,13137.19,-4.8,72.5,S,Clear
F0861,2023-07-17 06:11:47,54.0077,-67.5905,17922.61,-14.2,13.6,SE,Storm
F0861,2023-07-17 06:54:54,22.1423,-110.0373,18834.12,29.5,32.8,W,Sunny
F0861,2023-07-17 06:42:25,51.4469,-96.9351,20032.63,,78.6,E,Sunny
F0861,2023-07-17 06:49:55,58.4143,-63.5779,7162.07,,61.6,NE,Storm
F0861,2023-07-17 06:02:16,37.1123,-83.7075,3713.43,-19.0,82.0,E,Clear
F0861,2023-07-17 05:53:44,44.8044,-70.0913,29300.62,,37.1,W,Sunny
F0862,2023-02-22 05:42:21,21.1347,-113.3936,15787.64,-6.6,92.6,SE,Cloudy
F0862,2023-02-22 06:07:41,38.3417,-79.6964,28609.45,-4.3,23.7,SE,Clear
F0862,2023-02-22 08:42:38,28.8603,-94.3253,34505.9,8.9,12.0,W,Rain
F0862,2023-02-22 08:52:06,22.2387,-84.2455,5183.62,-4.8,3.1,SE,Clear
F0863,2023-09-06 10:58:56,29.4334,-95.7031,16382.94,-14.8,51.7,NE,Storm
F0863,2023-09-06 10:57:23,41.3634,-112.9438,39445.52,-1.0,24.1,SE,Storm
F0863,2023-09-06 10:32:27,56.4937,-65.1801,6148.76,7.9,20.3,NW,Clear
F0863,2023-09-06 10:35:05,20.8634,-73.6724,16565.02,,68.1,E,Storm
F0864,2023-10-25 08:01:23,22.9915,-66.175,5242.57,12.3,35.5,NW,Clear
F0864,2023-10-25 08:50:13,54.362,-127.9235,29424.94,-8.4,33.0,W,Cloudy
F0864,2023-10-25 08:16:39,52.6241,-61.0786,17221.47,4.0,,NE,Sunny
F0864,2023-10-25 09:09:47,59.5102,-80.3787,31122.89,0.8,,SE,Storm
F0864,2023-10-25 07:26:34,58.0099,-110.6373,16676.31,-18.3,86.2,E,Cloudy
F0865,2023-11-28 13:48:47,51.4206,-120.1255,8530.06,7.4,6.5,SW,Rain
F0865,2023-11-28 14:42:29,58.5239,-114.9638,35582.94,4.6,97.3,W,Storm
F0865,2023-11-28 16:04:42,36.5438,-115.3468,17224.75,-2.5,42.9,SE,Clear
F0866,2023-10-26 02:57:44,56.9779,-90.1745,13855.31,-6.8,46.3,NW,Storm
F0866,2023-10-26 03:00:27,52.7995,-129.5218,32611.03,26.7,33.5,NE,Cloudy
F0866,2023-10-26 02:54:39,40.1784,-122.0551,37764.42,26.3,22.8,SE,Sunny
F0866,2023-10-26 03:28:15,50.7013,-96.3252,8689.9,20.9,18.0,SE,Rain
F0867,2023-12-09 12:42:43,42.2842,-94.1232,25961.57,18.3,63.6,W,Rain
F0867,2023-12-09 12:44:04,55.2376,-89.9948,29681.26,-4.7,124.2,W,Rain
F0867,2023-12-09 13:23:02,59.6381,-95.9472,17197.35,11.9,122.9,SW,Rain
F0867,2023-12-09 13:19:34,57.8031,-90.1046,12293.34,28.6,98.6,SW,Clear
F0867,2023-12-09 14:23:40,52.8062,-111.6863,29749.27,11.8,146.4,N,Cloudy
F0867,2023-12-09 12:08:54,55.3925,-110.4485,29605.87,-13.4,21.4,S,Clear
F0868,2023-03-01 16:03:09,26.1819,-118.4683,14616.78,,95.6,N,Rain
F0868,2023-03-01 17:01:21,20.0768,-105.6686,28733.78,1.0,146.8,NW,Cloudy
F0868,2023-03-01 16:07:48,20.8952,-91.7534,17378.84,0.6,76.9,SE,Storm
F0868,2023-03-01 15:10:36,38.5511,-119.1591,25829.41,7.4,32.0,N,Sunny
F0868,2023-03-01 14:02:55,21.8039,-71.6939,14436.25,24.4,141.2,N,Storm
F0869,2023-09-20 16:17:38,43.0162,-122.6221,21362.86,-8.3,84.6,N,Cloudy
F0869,2023-09-20 15:36:39,36.4826,-97.8034,16200.96,-18.1,125.4,E,Storm
F0869,2023-09-20 15:30:44,39.8632,-111.5643,26540.1,21.3,146.7,E,Clear
F0869,2023-09-20 17:16:34,57.9668,-107.0096,5996.54,18.5,125.3,N,Rain
F0869,2023-09-20 15:47:24,21.8695,-97.5992,35467.77,-17.7,94.1,E,Sunny
F0869,2023-09-20 16:18:14,24.9368,-64.9361,7765.42,6.1,140.6,W,Storm
F0870,2023-03-19 16:54:51,54.8783,-95.4197,3613.41,1.3,122.5,N,Sunny
F0870,2023-03-19 16:10:58,28.6315,-125.4121,29997.48,-2.6,91.0,NE,Clear
F0870,2023-03-19 16:33:57,20.4268,-80.6519,29787.04,17.3,10.7,NE,Rain
F0870,2023-03-19 17:37:41,59.0242,-63.0506,36797.04,-0.1,38.4,S,Cloudy
F0870,2023-03-19 16:35:25,50.7731,-120.2119,12918.59,0.5,99.7,N,Clear
F0870,2023-03-19 17:27:32,36.83,-111.4742,19409.06,-8.5,17.9,W,Clear
F0871,2023-04-15 10:45:53,43.1113,-72.5849,13996.04,6.9,125.5,NE,Clear
F0871,2023-04-15 09:39:28,43.1804,-126.964,17228.94,16.3,46.0,W,Storm
F0871,2023-04-15 10:27:44,46.7665,-84.7135,36108.88,10.3,32.8,S,Storm
F0871,2023-04-15 09:09:23,31.5101,-115.6151,16597.0,12.8,53.5,NW,Sunny
F0871,2023-04-15 08:51:36,41.0501,-103.1706,25428.4,-8.8,63.1,N,Rain
F0871,2023-04-15 08:46:37,50.7474,-108.1839,31220.09,21.1,99.8,SE,Storm
F0872,2023-02-13 17:03:05,28.906,-120.8353,8015.82,-11.5,107.5,NE,Rain
F0872,2023-02-13 15:30:35,37.8018,-85.885,18816.95,25.3,141.5,NE,Sunny
F0872,2023-02-13 14:51:26,28.8836,-117.1179,4177.08,17.3,9.4,SE,Cloudy
F0872,2023-02-13 15:00:09,39.2908,-71.7509,34829.08,5.5,35.3,NW,Clear
F0872,2023-02-13 17:24:20,31.9958,-94.4583,9635.86,-9.1,12.9,NE,Storm
F0873,2023-06-25 09:18:42,20.0147,-76.2708,25165.4,3.6,55.1,NE,Sunny
F0873,2023-06-25 09:59:43,35.7739,-79.0996,34096.93,21.4,81.3,SW,Storm
F0873,2023-06-25 09:22:08,33.5553,-85.6305,13910.9,25.2,109.3,N,Sunny
F0874,2023-03-14 10:41:41,23.0167,-72.9321,12328.8,14.1,16.2,N,Clear
F0874,2023-03-14 11:23:03,46.3118,-122.1009,12270.67,20.5,65.2,SE,Sunny
F0874,2023-03-14 12:22:26,45.8523,-100.2539,27976.65,2.3,37.2,S,Cloudy
F0874,2023-03-14 10:10:48,29.6996,-116.102,5704.65,21.1,42.8,E,Cloudy
F0875,2023-06-15 07:58:40,41.4992,-110.3703,7497.36,-7.1,142.2,N,Sunny
F0875,2023-06-15 07:32:03,31.6001,-80.2609,19652.69,-16.6,73.7,SW,Clear
F0875,2023-06-15 08:33:39,52.0129,-80.1437,4342.48,6.8,85.7,N,Clear
F0876,2023-11-25 11:04:55,51.7914,-95.724,27692.56,-6.5,98.0,E,Sunny
F0876,2023-11-25 10:49:20,34.1861,-102.2393,25446.3,27.2,49.6,NE,Rain
F0876,2023-11-25 11:17:00,43.2699,-76.0621,10377.14,7.0,9.9,E,Cloudy
F0876,2023-11-25 11:35:39,48.7297,-111.8716,24541.54,-17.0,132.5,N,Cloudy
F0876,2023-11-25 10:44:19,48.8066,-101.927,14954.82,-7.5,79.4,SW,Cloudy
F0877,2023-02-05 00:11:17,26.7468,-70.759,22938.18,17.5,121.7,SE,Clear
F0877,2023-02-04 23:30:24,53.6094,-78.6565,15340.46,1.8,110.8,N,Clear
